title,detail_description,rating,reviews,URL
Nike Women Sports Bra,"Nike Women Sports Bra,Care Instructions: Machine Wash, Fit Type: Regular, Material : Polyester, Care Instructions : Machine Wash",5.0,3 ratings,https://amazon.in/Nike-Womens-Sports-CZ7610-630_Pink-Rust_S/dp/B09FFBP81K/ref=sr_1_94?keywords=clothes+for+women&qid=1684483617&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-94
BODYCARE Womens Thermal Tops Round Neck Full Sleeves Pack Of 1,"BODYCARE Womens Thermal Tops Round Neck Full Sleeves Pack Of 1,Care Instructions: Machine Wash, Fit Type: Regular Fit, Item Type: Womens Thermal Top, Fabric Type: Single Jersey, Fit Type: Regular, Ideal For: Womens",4.1,17 ratings,https://amazon.in/BODYCARE-Womens-Thermal-Sleeves-1-White/dp/B0BCK2HB3K/ref=sr_1_95?keywords=clothes+for+women&qid=1684483617&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-95
Nike Women's Sports Bra,"Nike Women's Sports Bra,Care Instructions: Machine Wash, Fit Type: Classic, Swoosh-design zipper pull",5.0,1 rating,https://amazon.in/Nike-Womens-Sports-DD1206-010_Black-White_30A/dp/B09Q68JHND/ref=sr_1_96?keywords=clothes+for+women&qid=1684483617&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-96
Van Heusen Women Antibacterial Cotton Hipster Panty - Pack of 3,"Van Heusen Women Antibacterial Cotton Hipster Panty - Pack of 3,Care Instructions: Machine Wash, Fit Type: Regular, Classic, Anti Bacterial: Designed with Van Heusen's Anti-Bacterial technology, our hipster panty keeps you cool, dry and comfortable while making the hipster panty look new for long. Stay fresh for longer., Wicking: The fabric has wicking property which draws perspiration from the skin keeping the body cool, dry and comfortable., No Marks Waistband: The No Marks Waistband feels soft against the skin and keeps you comfortable for hours, Tagless Comfort: The tag free design ensures you stay at ease without any skin irritation for hours., Breathable Combed Cotton: The hipster panty is made of combed cotton that is extremely breathable and feels super soft against the skin, making the hipster panty wearable for longer hours without any discomfort.",4.2,"12,554 ratings",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfYXRmX25leHQ6MjAxMDI3MDEyMjU2OTg6OjA6Og&url=%2FVan-Heusen-Hipster-11101_Dark-Assorted_S%2Fdp%2FB07JVQ68YP%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Van Heusen Women Hipster Panty - 100% Super Combed Cotton - Pack of 3 - Anti Bacterial, No Marks Waistband, Quick Dry, Full Coverage","Van Heusen Women Hipster Panty - 100% Super Combed Cotton - Pack of 3 - Anti Bacterial, No Marks Waistband, Quick Dry, Full Coverage,Care Instructions: Machine Wash, Fit Type: Comfort Fit, Anti Bacterial: Designed with Van Heusen's Anti-Bacterial technology, our hipster panty keeps you cool, dry and comfortable while making the hipster panty look new for long. Stay fresh for longer., Breathable Combed Cotton: The hipster panty is made of combed cotton that is extremely breathable and feels super soft against the skin, making the hipster panty wearable for longer hours without any discomfort., Pattern Type: All Over Print, Age Range Description: Adult",4.1,"1,858 ratings",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfYXRmX25leHQ6MjAxMDI3MDEyMjUxOTg6OjA6Og&url=%2FVan-Heusen-Hipster-11102_Dark-Assorted_M%2Fdp%2FB07JVPXVQG%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Van Heusen Women Hipster Panty - Cotton Spandex - Pack of 2 - Anti Bacterial, Full Coverage, Quick Dry, Full Coverage","Van Heusen Women Hipster Panty - Cotton Spandex - Pack of 2 - Anti Bacterial, Full Coverage, Quick Dry, Full Coverage,Care Instructions: Machine Wash, Fit Type: Comfort Fit, Anti Bacterial: Designed with Van Heusen's Anti-Bacterial technology, our hipster panty keeps you cool, dry and comfortable to enhance your comfort quotient for everyday use., Pattern Type: Solid, Age Range Description: Adult, Pattern Name: Solid",4.2,"1,957 ratings",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfYXRmX25leHQ6MjAxMDI3MDEyMjg2OTg6OjA6Og&url=%2FVan-Heusen-Womens-Hipster-11109_Assorted_M%2Fdp%2FB07J5M7BZM%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Clovia Women's Stretchable Cotton Tank Top with Racerback,"Clovia Women's Stretchable Cotton Tank Top with Racerback,Care Instructions: Handwash 30°C, Do not bleach, Do not iron, Drip dry in shade, Fit Type: Regular Fit, Color: Grey, Fabric: Spandex & Cotton, Pattern: Solid, Type: Cami Top, Sleeve: Sleeveless",4.4,21 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfYXRmX25leHQ6MjAxMTUyNjc1OTQ5OTg6OjA6Og&url=%2FClovia-Womens-Plain-Camisole-CM0008P01M_Grey_M%2Fdp%2FB06WVCJFRM%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Reebok Women's Polyester Wire Free Standard Sports, Seamless Training Bra","Reebok Women's Polyester Wire Free Standard Sports, Seamless Training Bra,Care Instructions: Machine Wash, Fit Type: fitted, Fabric: Polyester; Fabric Composition: 91% Pes/9% El-interlock-hydrophilic Finish, Color: Sesogo; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: V-neck, Fit Type: Fitted Fit; Type: Sports; Straps: Multiway; Wiring: Non Wired; Padding: Lightly; Coverage: Low; Seam: Seamless; Sports Bra Support: Light, Wash Care: Machine Wash; Package Contents: Women's Bra",4.7,7 ratings,https://amazon.in/Reebok-Womens-Standard-Training-JIP78_SESOGO_2XS/dp/B094RJH7PX/ref=sr_1_101?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-101
Reebok Women Training Bra,"Reebok Women Training Bra,Care Instructions: Machine Wash, Fit Type: Fitted, Fabric: Cotton; Fabric Composition: 93% Co/7% El-single Jersey-enzyme Finish / Coating - Silicone, Color: Armygr; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: Round, Fit Type: Fitted Fit; Type: Casual; Straps: Multiway; Wiring: Non Wired; Padding: Lightly; Coverage: Low; Seam: Seamless; Sports Bra Support: Light, Wash Care: Machine Wash; Package Contents: Women's Bra",5.0,1 rating,https://amazon.in/Reebok-Womens-Standard-Training-BG897_ARMYGR_XL/dp/B094RJQZ92/ref=sr_1_102?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-102
Amante Padded Wirefree Women's Full Coverage Sports Bra,"Amante Padded Wirefree Women's Full Coverage Sports Bra,Care Instructions: Hand Wash Only, Padded & non-wired, Full coverage, Moulded & seamless cups, hook & eye back closure, Ideal for medium to highimpact activities, Y-shaped back, adjustable back straps, Fabric composition:80% polyamide, 20% elastane, Wash care:gentle and cold machine wash, do not bleach or use fabric softeners. Low tumble dry and cool iron. Do not dry clean.",4.3,14 ratings,https://amazon.in/Amante-Womens-T-Shirt-ABR17113_Potent-Purple_Small/dp/B07M7CB1BY/ref=sr_1_103?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-103
Amante Reversible Non Padded Wirefree Womens's Sports Bra,"Amante Reversible Non Padded Wirefree Womens's Sports Bra,Non-padded & non-wired, Full coverage, Moulded & seamless cups, Reversible bra can be worn in two ways, racerback, With special support zones, Ideal for low to medium impact activitie, Fabric composition:inner bra:66% nylon, 21% polyester, 13% spandex and outer bra:88% nylon, 12% spandex, Wash care:gentle and cold machine wash, do not bleach or use fabric softeners. Low tumble dry and cool iron. Do not dry clean.",4.1,59 ratings,https://amazon.in/amant%C3%A9-Slip-Seamless-Sports-ABR17111_Poseidon_Medium/dp/B01J7AL8Z4/ref=sr_1_104?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-104
Nike Women Bra,"Nike Women Bra,Care Instructions: Machine Wash, Material : Polyester, Care Instructions : Machine Wash",5.0,1 rating,https://amazon.in/Nike-Womens-ICNCLSH-DC5542-615_Fireberry-White_XS/dp/B09FF9D5GV/ref=sr_1_105?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-105
Adidas Women's Polyester Padded Wire Free Sports Bra,"Adidas Women's Polyester Padded Wire Free Sports Bra,Care Instructions: Machine Wash, Fit Type: Standard, Fabric: Polyester; Fabric Composition: 89% Rec.pes/11% El:interlock:220:, Color: Orbvio/black; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: Round; Sports Bra Support: Medium, Fit Type: Tight Fit; Type: Sports; Straps: Multiway; Wiring: Non Wired; Padding: Medium/light; Coverage: Half; Seam: Seamless, Wash Care: Machine Wash; Package Contents: Women's Drst Summer Bra",4.4,7 ratings,https://amazon.in/Adidas-Standard-Training-BS893_ORBVIO-Black_XS/dp/B094MW69MS/ref=sr_1_106?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-106
Reebok Women's 93% CO/7% EL-Single Jersey-Enzyme Finish/Print-Roller-Reactive Classic Workout Bra,"Reebok Women's 93% CO/7% EL-Single Jersey-Enzyme Finish/Print-Roller-Reactive Classic Workout Bra,Care Instructions: Machine Wash, Fit Type: Classic, Color: Black, Package Contents: 1 Workout Bra, Material: 93% Co/7% El-single Jersey-enzyme Finish / Print - Roller - Reactive",5.0,2 ratings,https://amazon.in/Reebok-Womens-Cotton-Workout-Ga2092_11/dp/B097C6F284/ref=sr_1_107?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-107
BODYCARE Womens Thermal Tops Round Neck Full Sleeves Pack Of 1,"BODYCARE Womens Thermal Tops Round Neck Full Sleeves Pack Of 1,Care Instructions: Machine Wash, Fit Type: Regular Fit, Item Type: Womens Thermal Top, Fabric Type: Single Jersey, Fit Type: Regular, Ideal For: Womens",4.1,17 ratings,https://amazon.in/BODYCARE-Womens-Thermal-Sleeves-1-Black/dp/B0BCL1P23Z/ref=sr_1_108?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-108
Puma Women T-Shirt,"Puma Women T-Shirt,Care Instructions: Machine Wash, Fit Type: Regular Fit, Color Name: Bright Peach, Main Material 1: 69 Nylon 31 Elastane Mesh 105.00 G M² Regular Finishing, machine wash, Logo, Short Sleeve",4.0,1 rating,https://amazon.in/Puma-Regular-T-Shirt-51699008_Bright-Peach_XS/dp/B07JWVK33D/ref=sr_1_109?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-109
Reebok Women's Polyester Nylon Studio Bra Molded,"Reebok Women's Polyester Nylon Studio Bra Molded,Care Instructions: Machine Wash, Fit Type: Fitted, It's women bra which is comfortable, It's basically a workout bra, It's basically a workout bra, It's basically a workout bra, It's basically a workout bra",5.0,2 ratings,https://amazon.in/Reebok-Womens-Studio-Bra-FT0772_Maroon_38D/dp/B08DBXD2P9/ref=sr_1_110?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-110
Fila Women Sports Bra,"Fila Women Sports Bra,Care Instructions: Machine Wash, Fit Type: regular, Type: Sports Bra",5.0,1 rating,https://amazon.in/Fila-Womens-Casual-Sports-12011856_BLK_S/dp/B09RKNM6Z2/ref=sr_1_111?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-111
Clovia Women's Padded Wirefree Medium Impact Sports Bra - Maroon,"Clovia Women's Padded Wirefree Medium Impact Sports Bra - Maroon,Care Instructions: Hand Wash Only, Fit Type: regular, Product Type: Sports Bra, Fabric: Polyamide, Pattern: Solid, Padding: Padded, Wiring: Wirefree",4.3,3 ratings,https://amazon.in/Clovia-Womens-Padded-Wirefree-BR2269P09_Maroon_S/dp/B09CM59LR5/ref=sr_1_112?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-112
Reebok Women Training Bra,"Reebok Women Training Bra,Care Instructions: Machine Wash, Fit Type: Fitted, Fabric: Polyester; Fabric Composition: 91% Pes/9% El-interlock-hydrophilic Finish, Color: Nghblk; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: Round, Fit Type: Fitted Fit; Type: Sports; Straps: Multiway; Wiring: Non Wired; Padding: Lightly; Coverage: Low; Seam: Seamless; Sports Bra Support: Light, Wash Care: Machine Wash; Package Contents: Women's Bra",4.5,2 ratings,https://amazon.in/Reebok-Womens-Standard-Training-H61352_NGHBLK_M/dp/B094RH1LZL/ref=sr_1_113?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-113
Adidas Women's Synthetic AM 3S MESH Bra Tight Bra Sports Bra,"Adidas Women's Synthetic AM 3S MESH Bra Tight Bra Sports Bra,Care Instructions: Hand Wash Only, Fit Type: Comfortable, WORKOUT BRA - LIGHT SUPPORT, Technology that helps you feel comfortable and ready, Our waterproof technology keeps the wet out so you feel dry and confident when you play, WORKOUT BRA - LIGHT SUPPORT, WORKOUT BRA - LIGHT SUPPORT",4.1,35 ratings,https://amazon.in/Adidas-Womens-Sports-FT3153_Black-White_38A/dp/B089Z9DQYF/ref=sr_1_114?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-114
Nike Women's Synthetic Full Cup Sports Bra,"Nike Women's Synthetic Full Cup Sports Bra,Care Instructions: Machine Wash, Fit Type: Regular, Non Wired, Machine wash, Full Cup, Department: Women, Sports Bra",4.1,28 ratings,https://amazon.in/Nike-Womens-BV4908-661_Cedar-Metallic-Gold_X-Small/dp/B07XHNXRGJ/ref=sr_1_115?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-115
Nike Women Bra,"Nike Women Bra,Care Instructions: Machine Wash, BRA, SPORT PERFORMANCE, WOMENS TRAINING, FITNESS/WORKOUT",5.0,1 rating,https://amazon.in/Nike-Womens-CT3788-010_Black-Hyper-Foam_XL/dp/B08F36CY6G/ref=sr_1_116?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-116
Amante Padded Underwire Seamless Everyday T-Shirt Bra,"Amante Padded Underwire Seamless Everyday T-Shirt Bra,Care Instructions: Hand Wash Only, Fit Type: Regular, Crafted with ultra-soft stretch microfiber fabric for everyday wear, Provides full-coverage to avoid top spillage, T-shirt bra with breathable smooth cups that for a smooth look, Features detachable straps for multiple wearing options, Fully adjustable straps for a custom fit",4.1,285 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfbXRmOjIwMTI1ODYyMzU2MTk4OjowOjo&url=%2FAmante-Womens-T-Shirt-Padded-BRA10605_Sandalwood_32d%2Fdp%2FB07MKD4RRH%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Fruit of the Loom Women's Camisole,"Fruit of the Loom Women's Camisole,Care Instructions: Machine Wash, Fit Type: Perfect fit, START HAPPY WITH SOFT TOUCH COTTON CAMISOLES FOR WOMEN: Experience second-skin comfort with Fruit of the Loom camisoles crafted from superior-quality cotton. The stretchable ribbed camisole for women is tailored to provide a smooth fit and extra comfort with its soft touch, and skin-friendly finish., SOFT BREATHABLE FABRIC: Fruit of the Loom slips for women are designed with super soft cotton for an “oh-so-comfortable” everyday experience. The breathable fabric blend keeps you on the move as you take on the world., INNERWEAR CRAFTED FOR CONFIDENCE: This cotton camisole is made for the Indian woman to offer a trifecta of comfort, happiness, and confidence. It comes with thin adjustable shoulder straps that help you steer clear of slip-offs, so you can confidently strut around., DAILYWEAR BASICS WITH A TRENDY TWIST: This cotton camisole from the new Better Basics collection levels up your confidence and comfort to a brand new level. It features a signature design with adequate length to prevent ride-ups and offer a supreme all-day experience. The camisole is adorned with elements like fashionable prints, differentiated waistband designs, and fruit logo labels to ensure that your basic wear comes with a trendy twist., ABOUT FRUIT OF THE LOOM: With a legacy of 165 years, we believe in crafting garments that give you the confidence to take on the world and experience happiness from within. We deliver comfortable experiences all day, every day through quality underwear and loungewear. We are focused on bridging the gap between affordable and luxury undergarments by bringing you styles that tick the boxes of comfort, convenience, and functionality.",4.0,450 ratings,https://amazon.in/sspa/click?ie=UTF8&spc=MTo3MDMwNzUxNzAwNzk1NDEyOjE2ODQ0ODM4MzY6c3BfbXRmOjIwMDk0ODg0NzQwNjk4OjowOjo&url=%2FFruit-Loom-Camisole-FCAS01-N-A1S4_Lipstick-Red_Xx-Large%2Fdp%2FB07RGR627X%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dclothes%2Bfor%2Bwomen%26qid%3D1684483836%26refinements%3Dp_n_feature_nineteen_browse-bin%253A27064186031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dapparel%26sr%3D1-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Clovia Women's Padded Wirefree Medium Impact Sports Bra - Green,"Clovia Women's Padded Wirefree Medium Impact Sports Bra - Green,Care Instructions: Hand Wash Only, Fit Type: regular, Product Type: Sports Bra, Fabric: Polyamide, Pattern: Solid, Padding: Padded, Wiring: Wirefree",5.0,1 rating,https://amazon.in/Clovia-Womens-Padded-Wirefree-BR2269P17_Green_S/dp/B09CM6FP8V/ref=sr_1_119?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-119
Puma Women Sports Bra,"Puma Women Sports Bra,Care Instructions: Hand Wash Only, Fit Type: Regular, Style Name:-Underwear Top, Model Name:-LOW IMPACT FASHION LUXE BRA, Brand Color:-Black, Material:-Polyester, Activity:-Training",4.6,3 ratings,https://amazon.in/Womens-Casual-Sports-52150401-Black_L/dp/B09V85S77B/ref=sr_1_120?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-120
Reebok Women's Non-Wired Wireless Bra,"Reebok Women's Non-Wired Wireless Bra,Care Instructions: Machine Wash, 91% PES/9% el-interlock-hydrophilic finish/ print - digital sublimation - disperse, Non Wired, Machine wash, Seamless",4.7,5 ratings,https://amazon.in/Reebok-Womens-Non-Wired-Wireless-FK6783_Black_X-Large/dp/B082B5Z8B1/ref=sr_1_121?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-121
Reebok Women's Synthetic Non-Wired Wireless Bra,"Reebok Women's Synthetic Non-Wired Wireless Bra,Care Instructions: Machine Wash, 91% recycledpes/9% el-interlock-hydrophilic finish/ print - digital sublimation - disperse, Non Wired, Machine wash, Seamless",4.1,4 ratings,https://amazon.in/Reebok-Non-Wired-Wireless-FK6859_Heritage-Teal_Large/dp/B082QB9JCR/ref=sr_1_122?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-122
BODYCARE Womens Thermal Tops Round Neck Sleeveless Pack Of 1,"BODYCARE Womens Thermal Tops Round Neck Sleeveless Pack Of 1,Care Instructions: Machine Wash, Fit Type: Regular Fit, Item Type: Womens Thermal Top, Fabric Type: Single Jersey, Fit Type: Regular, Ideal For: Womens",4.2,11 ratings,https://amazon.in/BODYCARE-Womens-Thermal-Sleeveless-1-Black/dp/B0BCK22K7F/ref=sr_1_123?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-123
Puma Women's' Bra Sports,"Puma Women's' Bra Sports,Care Instructions: Machine Wash, Fit Type: Classic, Style Name:-Mid Impact 4Keeps Women's Training Bra, Material:-Polyester, Pattern:-Printed, Care Instructions: Use Only Mild Detergent; Wash Garment In A Washing Bag; Wash Garment Inside Out; Wash Separately, Warranty Period: 90 Days Manufacturers Warranty",4.3,383 ratings,https://amazon.in/PUMA-Womens-Sports-52030452-White_XL/dp/B089Z6HTS6/ref=sr_1_124?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-124
Clovia Women's Padded Wirefree Medium Impact Sports Bra,"Clovia Women's Padded Wirefree Medium Impact Sports Bra,Care Instructions: Hand Wash Only, Fit Type: regular, Product Type: Sports Bra, Fabric: Polyester,Spandex, Pattern: Geometric Print, Padding: Padded, Wiring: Wirefree",4.0,1 rating,https://amazon.in/Clovia-Womens-Padded-Wirefree-BR2069A08_Blue_L/dp/B097RD6C3W/ref=sr_1_125?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-125
Reebok Women's Cotton Tanks,"Reebok Women's Cotton Tanks,Care Instructions: Machine Wash, Fit Type: Fitted, Material Composition: 85% Rec.pes/15% El-interlock-hydrophilic Finish / Anti Chlorine, Color: Infused Lilac, Ideal for: Women, Package Contents: Women Tank",5.0,1 rating,https://amazon.in/Reebok-Womens-Cropped-Hn9487-S-Infused/dp/B09NXYYTDR/ref=sr_1_126?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-126
Reebok Women Training Bra,"Reebok Women Training Bra,Care Instructions: Machine Wash, Fit Type: fitted, Fabric: Polyester; Fabric Composition: 91% Rec.pes/9% El-interlock-hydrophilic Finish, Color: Aciyel; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: Scoop, Fit Type: Fitted Fit; Type: Sports; Straps: Multiway; Wiring: Non Wired; Padding: Medium; Coverage: Full; Seam: Seamless; Sports Bra Support: High, Wash Care: Machine Wash; Package Contents: Women's Bra",5.0,1 rating,https://amazon.in/Reebok-Womens-Standard-Training-H58636_ACIYEL_XL/dp/B094RK736Q/ref=sr_1_127?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-127
Reebok Women's Slim Fit Tops,"Reebok Women's Slim Fit Tops,Care Instructions: Machine Wash, Fabric: Cotton; Fabric Composition: 93% Co/7% El-single Jersey-enzyme Finish / Print - Roller - Discharge, Color: Black; Pattern: Solid, Sleeve Type: Sleeveless; Neck Type: Round, Fit Type: Slim Fit; Type: Sports, Wash Care: Machine Wash; Package Contents: Women's Tops",4.7,5 ratings,https://amazon.in/Reebok-Womens-Cotton-Gu3762_L-Black/dp/B094RFH46F/ref=sr_1_128?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-128
Ada® Women’s Premium Cotton Winter Thermal Underwear for Women Ultra Soft Lightweight Top Spaghetti Warmer,"Ada® Women’s Premium Cotton Winter Thermal Underwear for Women Ultra Soft Lightweight Top Spaghetti Warmer,Care Instructions: Hand Wash Only, Fit Type: Modern Fit, [ALL-DAY COMFORTABLE WEARING EXPERIENCE]: ADA Thermal underwear set made of premium cotton fabric that feels ultra soft with fleece lined and lightweight but warm. This Spaghetti for women thermal gives you a sense of security throughout the winter. Ladies thermal underwear combines performance with fashion to give you a more streamlined look., [STRONG MOISTURE WICKING]: Cotton Rich thermal underwear women moisture transport system, wick away sweat fast to keep you dry and light. It is a perfect blend of comfort, warmth, elasticity and moisture protection. You can relax or brave the outdoors pursuing your active lifestyle at any time., [Four-Way Stretchable]: This female thermal underwear adopts the latest Four-Way Stretch that delivers full mobility and a squat proof design gives you flexibility by hugging your body to move. You’ll feel a sense of freedom in all your activities. They will keep you warm without sacrificing your range of motion or comfort, whether sports, shopping or leisure., [Fashionable Design]: ADA Thermal long underwear snug fit ensures no bunching around your waistline or sleeves and reduces heat loss and allows no skin irritation. Women Spaghetti is perfect for use underneath formal or casual attire, or they can be worn as comfy top on chilly nights., [100% SATISFACTION GUARANTEE]: Warmth is the best expression of love in the cold winter! We promise that our ADA product is the most comfortable cotton thermal Spaghetti you will ever worn. We are here for the best customer satisfaction. You can contact our customer care number for any issue related to our products.",4.6,7 ratings,https://amazon.in/Premium-Thermal-Underwear-Lightweight-Spaghetti/dp/B0BMKVPJYT/ref=sr_1_129?keywords=clothes+for+women&qid=1684483836&refinements=p_n_feature_nineteen_browse-bin%3A27064186031%2Cp_72%3A1318476031&rnid=1318475031&s=apparel&sr=1-129
